host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_id
Arnaud,2,2019-03-04,0.19,1,9034275
Jack,58,2019-06-30,4.96,3,200465032
Molly,1,2018-09-01,0.1,1,6354758
Fei,26,2019-06-04,2.25,1,200479961
Sien,12,2019-05-04,1.07,1,200483536
Yann,2,2018-08-15,0.18,1,4231845
Carolina,11,2019-06-23,0.93,1,200600695
Alex,2,2018-12-20,0.19,1,13093738
Lena,0,,,1,7620548
Sue,70,2019-06-20,5.79,2,200621725
Stacy,4,2018-08-27,0.35,1,153900772
Elizabeth,10,2019-04-28,0.97,1,2622041
Irma,25,2019-06-11,2.06,1,28713609
Emily,22,2019-02-01,1.92,1,3329478
Iris,30,2019-05-31,2.71,2,183321912
James,4,2018-10-29,0.34,1,56616801
Katia,13,2019-06-18,1.09,1,3664407
Ezgin,36,2019-06-13,3.06,1,200683024
Erica,9,2019-06-16,0.82,1,6788748
Carles,57,2019-06-24,4.76,1,200697707
Dejuan,8,2018-10-15,0.68,1,160683712
Kent,4,2019-06-15,0.35,2,200754542
Jeremy,37,2019-06-20,3.27,1,106609860
Margaux,1,2019-01-01,0.16,1,145237476
Cheolwoo,16,2019-07-07,1.42,1,200826881
Mary,0,,,1,22800762
Galina,7,2019-05-15,0.79,1,197547562
Marina,26,2019-06-23,2.22,1,131522515
Aida,2,2018-08-28,0.18,1,116308258
Stacie,6,2019-07-01,0.52,1,83076690
Freddy,55,2019-07-02,4.98,3,65671256
Sven,0,,,1,51278311
Tugrul,0,,,1,102763548
Irina,4,2019-04-02,0.35,1,477865
Daniel,40,2019-03-25,3.32,1,51412807
Danielle,42,2019-06-26,4.92,1,200840286
Kyle,40,2019-06-23,3.46,1,180775831
George,8,2018-10-11,0.73,1,44630233
Sandee,14,2019-05-27,1.16,1,26437452
Anchor,33,2019-06-02,2.78,17,201015598
Jessica,21,2019-07-05,2.1,2,18747710
William And Julian,28,2019-06-23,2.3,1,201024308
Tiffany,7,2018-11-04,0.58,1,15500498
Nadine,35,2019-06-17,3.04,3,199786012
Josh,44,2019-07-07,4.43,1,200193940
Christof,27,2019-06-30,5.66,2,3073952
HyeSuk & Alex,9,2019-06-09,0.78,4,201079770
Hilary,18,2019-06-18,1.57,1,201083646
Tabea,1,2019-01-06,0.16,2,16713332
Momo,0,,,1,200933726
Lauren,26,2019-06-23,2.14,1,8305252
Andrea,2,2018-12-31,0.19,1,201116493
Roberto,32,2019-06-24,2.75,1,3830753
Jimmy,104,2019-07-04,8.64,4,194377255
Cyril,15,2019-06-05,1.48,1,24187602
Michal,2,2019-01-02,0.19,1,183563796
Juan,32,2019-04-21,3.06,1,8654731
Pablo,8,2019-06-26,0.68,1,201142263
Rachel,4,2018-09-01,0.37,1,4537638
Mary,1,2018-07-22,0.09,1,40643524
Paul,0,,,1,201138200
Sadat,46,2019-06-21,3.84,2,201153591
Polina,4,2019-03-13,0.37,1,32936693
Michael,11,2019-07-01,0.99,1,75590434
Mathew,28,2019-06-19,2.43,1,126962637
William,64,2019-06-10,5.35,2,201203968
Jennifer,12,2019-05-29,1.01,1,77106920
Rebecca,51,2019-07-07,4.47,1,9541963
Henry,6,2018-11-10,0.53,1,198257022
Creighton,16,2019-06-03,1.4,1,50601648
Rohan,4,2019-02-03,0.38,1,647918
Alex,3,2019-01-04,0.43,1,1465316
Bhavin,1,2018-07-23,0.09,1,46844755
Cristin,0,,,1,144674348
Jasmine,3,2018-09-03,0.25,1,90439931
Carmen,26,2019-06-19,2.23,1,201315040
Filippo,2,2018-09-14,0.19,1,27742407
Kevin,17,2019-06-11,1.63,1,10457486
Ilya,37,2019-06-21,3.22,1,1462999
David,73,2019-06-22,6.48,12,137274917
Yeena,6,2019-06-23,0.57,1,201350300
Ral,32,2019-06-20,2.74,1,120035273
Francesca,10,2019-05-28,0.87,1,2478942
David,15,2019-07-08,1.81,2,2886359
Teddy,9,2018-12-05,0.76,1,201369441
David,4,2018-12-30,0.42,1,119673533
Rachel,19,2019-06-30,1.61,1,58857346
Fleur,5,2019-04-14,0.42,1,2127180
David,6,2019-05-19,2.12,1,16149213
Nhia,47,2019-07-01,3.96,1,27558716
Meredith,7,2018-12-31,0.59,1,3955425
David,10,2018-11-05,0.83,1,129403630
青明,6,2019-04-01,0.53,5,201403610
Thom & Moses,49,2019-07-05,4.18,1,37834029
Pavel,17,2019-06-04,1.42,1,135739716
Florencia,1,2018-11-09,0.12,1,44492422
Célestine,5,2018-12-02,0.43,1,1809268
Bryant,0,,,3,201419214
Daniella,19,2019-06-25,1.58,2,201447930
Courtney,14,2019-06-26,1.21,1,42537893
Tiffanie,7,2018-10-21,0.6,1,37678920
Fransheska,32,2019-06-03,2.86,3,201416245
Genesiss,5,2019-06-25,1.5,1,201480794
"Roo, Nadine And Neil",28,2019-07-07,2.37,3,35728189
Rodney,0,,,1,190085120
Reda,8,2019-06-09,0.69,1,40404374
Cydney,20,2019-06-02,1.83,1,126819583
Jennifer,11,2019-01-01,0.91,1,52666941
Clayton,0,,,1,147710243
Viktoriya,9,2019-07-07,0.78,1,76123508
Tim,17,2019-06-24,1.63,1,2419727
Daniel,4,2019-05-13,0.65,1,10603974
Cagkan,44,2019-07-01,3.75,1,54640485
Olivia,5,2019-06-05,0.46,1,19955930
Nick,39,2019-06-13,3.35,1,201611274
Rory,2,2019-06-10,0.17,1,53883793
QianWen,0,,,2,48978249
Tara,32,2019-06-23,2.79,1,16997863
Laura,0,,,1,77559258
MIchele,3,2018-08-02,0.26,1,9296262
Owen,12,2019-06-30,1.07,1,47596725
Eliran,22,2018-12-06,1.94,1,6720254
Giorgi,1,2019-05-03,0.44,1,11982558
Gail And Yordanis,2,2019-04-25,0.71,1,4622765
Malik,10,2018-11-27,0.85,1,156200633
Danielle,13,2019-06-20,1.74,1,201647469
Jessica,35,2019-07-08,2.97,1,201654234
Geheng,74,2019-07-07,6.2,4,191571338
Tatjana,2,2019-06-19,2.0,2,42730216
Lily2R,23,2019-06-23,2.0,2,201667999
Kelvin,59,2019-06-23,5.65,1,9857739
Chloe,26,2019-06-08,2.27,1,201696839
Nick,4,2019-04-15,0.43,1,748365
Soledad,0,,,3,201757076
Joseph,59,2019-06-23,5.55,1,149868
Annie,2,2018-10-09,0.19,1,177478860
Remy,0,,,1,2690202
소정,1,2018-08-18,0.09,1,133425456
Ben,6,2019-02-11,0.52,1,79657553
Leila,1,2018-08-20,0.09,1,8325079
Charles,31,2019-06-08,2.59,1,201822098
Mayda,35,2019-05-29,2.92,3,156958091
James,3,2019-06-04,0.28,1,201829594
Monica,52,2019-06-17,4.62,1,201841679
Dj,0,,,1,5668544
Leni,2,2019-01-02,0.17,2,2264902
Angie,22,2019-06-04,1.89,3,201824419
Natiya,10,2019-04-17,0.86,1,21924395
Coco,55,2019-06-23,4.78,1,201868461
Lev,48,2019-06-29,4.02,1,58477936
Willi,19,2019-06-23,3.0,1,86414330
Ramona,48,2019-07-02,4.17,1,201885926
Hoover,25,2019-05-07,2.14,3,201884425
Daniel,20,2019-07-01,3.14,2,78643953
Daniele,11,2019-06-30,2.2,1,69527
Cagla,1,2018-09-13,0.1,1,201909387
Anwar,3,2018-08-25,0.25,1,48498020
Ney,18,2019-05-30,1.56,1,12223329
Emily Wes,22,2019-06-22,1.83,6,23188519
Sydney,14,2019-06-19,1.35,1,50951460
Christina,1,2018-07-29,0.09,1,199315366
Dolphy,30,2019-05-26,2.51,1,46182994
Marko,4,2019-06-30,1.74,1,18523979
Tatiana,3,2019-01-02,0.36,1,26030112
Audrey,3,2018-11-13,0.33,1,7342104
Cecille,3,2019-03-03,0.29,1,3395693
Donavan,24,2019-06-09,2.17,1,55997024
Danielisa,6,2018-12-08,0.52,1,201893473
Alan,14,2019-02-17,1.24,1,11460365
Jennifer,3,2018-08-31,0.26,1,3710483
Nancy,0,,,1,202070950
Michael,52,2019-07-05,4.38,2,202074215
Jessie,8,2018-09-02,0.68,1,143330625
Conrad,50,2019-06-29,4.21,2,156484505
Grace,0,,,1,41769353
Laurel,0,,,1,202096567
Sebastian,5,2019-06-07,0.52,2,481630
David,10,2019-04-29,0.87,1,2304932
Petter,1,2019-02-07,0.2,1,440022
Kierra,4,2018-11-05,0.37,1,202110598
Rohan,22,2019-05-12,2.03,1,37221425
Edgar,15,2019-06-23,1.27,1,2280048
Paul,15,2019-06-02,1.33,1,202131439
Reyna,53,2019-06-21,4.91,1,75657939
Sonya,5,2018-12-29,0.42,1,129596284
Jae,137,2019-07-07,12.05,1,172864847
Quinn,10,2019-03-18,0.85,1,64540550
Aaron & Ivy,43,2019-06-06,3.72,2,141204556
Ivy And Andrew,33,2019-06-17,3.15,2,141204841
David,6,2019-03-10,0.94,1,5073548
E Vera,23,2019-06-16,2.09,1,8534610
Tim,52,2019-06-24,4.6,1,199535935
Nazli,3,2019-01-02,0.28,1,202268676
Ben,2,2018-07-29,0.17,1,125059640
Griffin,2,2018-08-16,0.18,1,3552356
Isabel,43,2019-06-22,3.66,1,187008191
Idris,7,2019-03-22,0.71,1,202303852
Mina,22,2019-05-28,3.11,1,4219564
Drew,4,2019-07-01,0.36,1,5778935
Julie,19,2019-06-25,1.67,1,202307843
Libby,12,2018-11-13,1.01,2,19899115
2018Serenity,4,2019-06-22,0.39,1,202318295
Rodrigo,6,2019-05-20,1.7,1,202319331
Charlie,30,2019-06-01,2.59,1,202324391
Mary Angelica,2,2019-04-28,0.19,1,2685092
Camile,7,2018-11-09,0.61,2,20909506
Georgina,48,2019-06-23,4.15,1,135093573
Claudia,0,,,1,126967409
Dami,8,2019-04-23,1.02,1,111816745
Shogo,3,2019-02-25,0.29,15,200239515
Haifeng,21,2019-06-16,2.04,1,109507109
Akinwole,33,2019-07-08,2.86,1,202449469
K,3,2019-03-16,0.28,1,16253164
Adam,6,2018-11-25,0.53,1,62792657
Bonnie,4,2019-01-08,0.38,1,50116095
Linda,26,2019-03-20,2.29,8,193502084
Petr,29,2019-06-14,2.6,2,126119576
Diana Carolina,32,2019-07-06,2.86,2,202350344
Monica,11,2019-02-24,0.93,1,5848252
Amanda,13,2019-07-05,5.13,1,80533986
Tolga,15,2019-04-27,1.34,1,37370465
Matt,34,2019-06-02,3.11,1,202587266
Septina,2,2019-04-22,0.19,4,149296850
Jennifer,8,2019-06-03,0.79,1,71978141
Miriam,0,,,1,202384697
Davis,26,2019-06-17,6.19,3,200261161
Teres,35,2019-06-30,3.01,2,23542079
Frank,28,2019-06-29,3.31,1,202636642
Jonathan,0,,,1,198933477
Blake And Madia,23,2019-06-09,2.08,5,35606248
Julian And Michael,32,2019-06-23,2.8,2,141362117
J.D.,12,2019-07-06,1.01,1,1902114
Dima,1,2018-08-11,0.09,1,104286680
Mike & Glenna,28,2019-05-31,2.41,1,187153824
Michelle,14,2019-06-22,1.36,1,8266306
Pranjal,0,,,65,200380610
Imogene,18,2019-06-19,1.53,1,101388075
Marcia,1,2018-08-08,0.09,1,32165430
Carlos,34,2019-06-17,3.01,1,202741872
Allison,14,2019-01-01,1.22,1,21150974
Mayan,2,2019-06-16,0.32,6,202757964
Mark,9,2018-10-28,0.78,1,105485520
Chris,55,2019-07-01,4.81,1,34263302
Tatiana,9,2019-01-08,1.13,2,91578701
Adam,5,2019-06-23,0.44,1,202766548
Shanley,5,2018-08-17,0.43,1,202766239
Rashidi,12,2019-02-01,1.02,1,35487412
Laura,0,,,1,176971425
Isai Jesse,20,2019-06-22,1.69,1,202788450
Nick,7,2019-04-16,1.02,1,2014051
Greg,6,2018-10-14,0.58,1,3935522
Helen,3,2018-10-29,0.26,1,11453805
Giulia,3,2019-05-30,0.26,1,85350993
Natalie,3,2019-04-22,0.27,1,6738579
Masashi,6,2018-08-15,0.51,1,202849060
Vancila,15,2019-07-06,1.34,1,202833337
Dov,12,2019-05-06,1.2,1,202873307
Manuel,6,2019-03-06,0.53,1,29101658
Edwin,2,2018-08-21,0.18,1,104311294
Troy,5,2019-04-21,0.48,1,202979735
Lilia,0,,,1,12960612
Outpost,1,2018-07-28,0.09,2,202979435
Miss,12,2019-05-30,1.01,1,202986805
Donnihe Jhans,17,2019-07-01,1.73,1,184669674
James,37,2019-07-07,3.22,1,8654456
Kreshnik,1,2018-08-20,0.09,1,12512629
Michael,31,2019-06-23,2.71,2,141362503
Cherri,41,2019-06-09,3.5,2,121771546
Jess,1,2018-08-27,0.09,1,1836803
Kat,9,2019-06-16,0.77,1,1110208
Robert,8,2019-01-03,0.69,1,4231312
Stefania,3,2018-09-21,0.26,1,1459377
Roy,0,,,1,14463049
Jessica,2,2018-08-29,0.18,1,24822059
Nicola,43,2019-06-25,3.61,2,155668897
Kathryn,9,2019-06-24,0.81,1,132883657
Laura,1,2018-12-31,0.16,1,56740664
Emanuel & Orion,25,2019-06-23,2.19,3,184090548
Michelle & Lily,38,2019-06-23,3.31,2,69439684
Dave,24,2019-04-07,2.11,1,203123198
Luis,40,2019-06-23,3.79,2,203123161
Adrian,0,,,1,167459000
Shannon,0,,,2,2163625
Hongzhi,14,2018-10-04,1.19,4,194843581
Ricardo,0,,,1,2954574
Nicole,7,2019-01-01,0.67,1,203235966
Cansu,1,2018-11-10,0.12,1,34883773
Aka,0,,,2,176950173
Chris,3,2018-10-05,0.31,1,16779679
Drea,35,2019-06-07,2.96,1,203268839
Steve,6,2019-03-31,0.55,5,203266238
Phillip,30,2019-06-19,2.59,1,203277214
Bassam,41,2019-06-23,3.63,2,32866463
Aka Times Square,0,,,1,176950781
Richie,3,2019-06-23,0.28,2,50169207
Charles,9,2019-05-17,0.97,1,3399151
Israel,44,2019-06-20,3.73,2,203307016
Sofiya,6,2019-06-23,0.65,1,203339760
Martina,0,,,1,1524602
Thomas,3,2019-06-22,2.09,1,203357182
Brendon,0,,,1,4296422
Ashley,15,2019-07-01,1.3,1,1892281
Melissa,24,2019-06-30,2.44,1,1494238
Teola,40,2019-06-24,4.15,1,203397896
Klara,0,,,1,186642041
Ronald,9,2018-11-04,0.81,1,202993649
Luxury Lofts,21,2019-06-23,2.26,1,203504228
Michael,13,2019-04-08,1.21,2,6786361
Jerry,25,2019-05-13,2.28,1,162171692
Christina,6,2019-03-24,0.54,1,194409758
Nicki,2,2018-08-18,0.18,1,33526253
Jessica,28,2019-07-04,2.99,1,33074595
Janessa,0,,,1,12275644
Maria,43,2019-06-30,3.72,1,40238727
Helen,8,2018-10-21,0.69,1,160343057
Brendan,5,2019-04-22,0.47,1,13412408
Courtney,0,,,1,7825844
Ohran,0,,,1,17322419
Judd,4,2019-03-20,0.34,1,203585325
Alexo & JC,2,2019-04-30,0.21,2,10120673
Spencer,2,2018-08-27,0.19,1,63260355
Son,5,2019-06-30,0.43,3,4915341
Christian,17,2019-06-01,1.45,1,203624751
Shreyasi,1,2018-07-28,0.09,2,48539240
Tile,6,2019-07-06,0.54,1,12460642
Paloma,33,2019-05-26,2.8,2,7615002
Robert,1,2018-08-11,0.09,1,1330116
Casey,3,2018-08-31,0.26,1,83856521
Ia,0,,,1,2688409
Matt,18,2019-06-02,1.8,3,203750889
Camry,17,2019-03-01,1.48,1,88900561
Pj,21,2019-07-01,1.88,1,203793342
Kristi,0,,,1,42400797
Marie-Claude,3,2019-05-20,0.32,1,349596
Anna,0,,,1,203572377
Stefan & Marianne,1,2019-04-01,0.3,1,579017
Conrad,15,2018-12-22,1.33,1,2102205
Jimmy,2,2019-07-05,0.31,1,75405696
Kamali,9,2019-05-27,0.78,1,57336940
Seneca,8,2019-01-06,0.73,1,27333268
Ardinia,1,2019-05-31,0.75,1,203650630
Bryan,11,2019-05-20,1.31,1,203346157
Benjamin,5,2019-01-01,0.46,1,2849280
Tori,4,2019-01-03,0.39,1,18416371
Sheryl,17,2019-06-30,1.48,1,203855380
Annika,21,2019-06-10,2.78,1,204018218
Anna,4,2019-07-01,0.4,1,10260340
T.,47,2019-06-24,4.05,1,96347734
Anna,2,2018-08-11,0.17,1,75385686
Jeanne,5,2019-05-23,0.46,1,8731758
Dominique,6,2018-09-29,0.53,1,68454791
Renee,12,2019-06-25,1.08,1,2234119
Mary,12,2019-05-26,1.24,1,6791240
Ivon,8,2019-05-27,0.76,1,185679950
Cezar,1,2018-12-20,0.15,1,10476100
Kristiina,10,2018-11-04,0.93,1,8052047
Thomas,2,2018-10-07,0.18,1,121772455
Ester,1,2018-08-17,0.09,1,199214751
Claudia,4,2019-01-02,0.42,1,114375702
Jp,1,2019-03-09,0.25,1,49786789
Austin,21,2019-06-17,1.83,1,114216175
Vince,36,2019-07-04,3.62,1,204248415
John,44,2019-07-01,5.34,3,23074465
Weihao,19,2019-06-16,1.63,1,198645701
Derrick,27,2019-06-25,2.87,1,166809666
Ashley,22,2019-05-27,2.19,1,42991956
Selika,1,2018-08-29,0.1,1,36444228
Caroline,16,2019-06-20,3.72,1,31619241
Justin,3,2019-01-06,0.27,1,19923039
Melissa,43,2018-12-30,3.72,1,19536409
Katie,5,2019-04-22,0.47,1,9736367
Lucas,6,2019-06-12,0.51,1,32717107
Aleksandar,13,2019-06-23,1.26,1,10113487
Laura,5,2019-03-31,0.46,1,3388510
Anthony,36,2019-07-01,3.23,1,95901692
Kurtis,8,2019-01-28,0.81,1,40230580
Joseph,44,2019-07-02,4.0,1,204335117
Michael,11,2019-07-02,4.78,3,107245546
Onur,0,,,3,64453547
Joseph & Joséphine,2,2019-01-01,0.18,1,204336983
Yva,36,2019-07-07,3.26,1,204346423
Zak,6,2019-05-27,0.55,1,624101
Rachael,19,2018-12-03,1.71,1,13031306
Llewellyn,0,,,1,1441920
Raghav,3,2019-05-30,0.63,1,22264156
Michael,11,2019-06-02,1.04,1,30595682
Brigid,2,2019-01-01,0.18,1,53365451
Patrola,27,2019-06-12,2.41,2,204244117
Praise,2,2018-08-27,0.17,1,12337810
Judy,17,2019-06-17,2.34,1,204495302
Terry,1,2018-08-15,0.09,1,2381030
Paige,5,2019-05-22,0.48,1,103681571
Kristopher,16,2019-06-14,1.42,1,204527519
Unai,1,2019-01-02,0.16,1,46325694
Olivia,27,2019-06-07,2.39,2,48201791
John,1,2019-03-18,0.27,1,94832914
Jaimi,1,2019-06-14,1.0,1,23335317
J,1,2018-07-29,0.09,1,54541149
Lilia & Gaby,44,2019-06-24,4.11,1,204577752
Eddie,24,2019-06-20,2.06,1,204581148
Brenton,11,2018-11-26,0.96,1,25700836
Amit,2,2018-09-16,0.2,1,23371413
Siyu,2,2018-08-31,0.17,1,74529394
Barry,6,2019-07-07,0.57,1,2596736
Raphaël,6,2019-06-30,0.55,1,9598256
Nina,16,2019-06-25,1.72,1,192554415
Aramis,19,2019-04-10,1.67,2,204733512
Paul,1,2019-04-05,0.31,1,204752727
Ariel,26,2019-06-18,2.5,3,64680664
Eddy,58,2019-07-07,5.67,1,14459075
Alex,22,2019-05-27,2.06,1,92772140
Marisa,21,2019-06-13,2.09,1,204773816
Shamyra,0,,,2,204786430
Tatiana,1,2018-08-24,0.09,1,204774833
Sarah,2,2019-05-24,0.27,1,8749245
John,14,2019-01-25,1.25,1,163482759
Daniel,5,2019-06-27,0.45,1,52602302
O,1,2018-08-12,0.09,1,416361
Mansura,21,2019-06-08,2.96,1,1837068
Lauren,1,2018-10-18,0.11,1,200391647
Itay,10,2019-04-26,0.86,2,104835154
David,5,2018-11-15,0.48,1,257904
Sergiy,1,2018-08-14,0.09,1,204852524
Dee,1,2018-11-19,0.13,14,204852306
Maria,42,2019-06-21,3.8,1,204810113
Eibhlin,1,2019-05-01,0.43,5,30532557
Youmie,20,2019-06-30,1.74,1,4356698
Meg,12,2019-01-04,1.19,1,928165
Danny,29,2019-07-06,2.58,2,47504485
Jian,25,2019-07-05,2.26,2,204915695
Michele,6,2019-06-01,0.61,1,5809327
Natasha,27,2019-07-01,2.47,1,204971560
Mary And Ryan,20,2019-06-10,1.9,2,189625025
Allison,0,,,1,126897791
Dustin,48,2019-07-02,4.21,1,59591371
Annie,21,2019-06-15,2.04,4,205032591
Kaedin,1,2018-08-31,0.1,1,23619449
Patricia,7,2019-06-29,0.61,1,187870198
Sophie,47,2019-06-27,4.18,1,179745489
Masha,5,2018-10-28,0.55,1,10573806
Bijal,0,,,1,2457645
Vanessa,1,2018-10-09,0.11,2,28449397
Christina,42,2019-07-07,3.73,1,31687877
J,16,2019-06-09,1.41,1,835534
Dawn,12,2019-07-05,1.07,1,31882405
Jennifer,2,2019-02-09,0.31,1,69885871
Alain,38,2019-06-30,3.34,1,793717
Farah,65,2019-06-24,6.13,2,205132904
Evelyn,53,2019-07-05,4.68,1,205144781
Red Awning,8,2019-05-19,1.21,49,205031545
Kais,39,2019-07-04,3.38,4,10229087
Anthony Michel,13,2019-05-27,1.13,1,202329412
Jolene And Ryan,28,2019-06-30,2.61,3,189646908
Anne,3,2018-09-03,0.27,1,205227236
Petera,24,2019-06-21,2.22,2,205234874
Diana,27,2019-06-30,2.34,2,205243076
Kay,14,2019-06-09,1.48,2,303926
Loreta,3,2018-08-27,0.27,1,1110299
Samantha,0,,,1,14317115
Nadira,22,2019-02-17,1.9,1,130006475
Antoine,3,2018-08-05,0.26,1,84825183
Caitlin,9,2018-10-15,0.81,1,49435345
Fernando,5,2019-06-03,0.79,1,114887819
Ellie,35,2019-06-28,3.37,1,204348856
Juan,44,2019-06-30,3.91,1,119826595
Shana,4,2019-03-30,0.37,1,205358796
Michael,2,2019-02-24,0.44,1,26302195
Sophia,0,,,1,158181451
Lilian,9,2019-07-06,0.97,1,930201
Daniel,3,2018-10-14,0.29,1,28943965
Tina,7,2018-10-05,0.63,3,3662122
Diana And Peter,25,2019-06-12,2.29,7,52140932
Nina,2,2019-06-30,2.0,3,204527108
Claire,14,2019-05-20,1.24,1,193289800
Nina,0,,,8,205530337
Sandra,4,2019-01-02,0.36,1,205543083
Clara,6,2018-08-27,0.53,1,35645017
Sam,21,2019-06-23,1.86,2,606154
Patrick,5,2018-12-26,0.46,1,205564408
James,28,2019-06-08,2.96,1,194684765
Paola,28,2019-07-05,2.52,1,205606415
Treasure,0,,,1,57724903
Salem,7,2019-05-17,0.66,2,8593113
Valentina,1,2019-01-13,0.17,1,99137905
Maxime C/Armande C,38,2019-06-27,3.36,6,203982404
Cynthia,1,2018-08-13,0.09,2,205684793
Juliana,20,2019-06-23,1.94,1,14381199
Carly,8,2019-04-28,0.7,1,205697848
Jun Jun,25,2019-06-18,2.43,4,190324721
Brittany,0,,,1,66495651
Valentina,0,,,1,42637974
Thomas,42,2019-07-05,3.82,1,14297465
Jenny,1,2018-09-18,0.1,1,205777414
Liqin,33,2019-07-07,2.87,9,205745676
Yaw,86,2019-06-30,7.7,1,89589630
Esther,2,2018-08-20,0.18,1,36494687
Ivin,25,2019-06-26,2.43,1,205813359
Luz,0,,,1,205820814
Elias,0,,,1,23773099
Robert,79,2019-06-24,7.18,1,205930301
Angela,32,2019-06-26,2.89,1,205952285
Mary,6,2019-03-31,0.53,1,80381355
A-B,1,2019-06-20,1.0,1,18884557
Chelsea,4,2019-05-24,0.56,1,205969507
Ada,3,2018-10-11,0.3,2,177825782
Gabriela,14,2019-06-30,1.24,1,74678395
Clara,16,2019-06-23,1.46,1,205999048
Pilar,40,2019-06-29,3.79,1,205998016
Max,24,2019-06-20,2.48,1,203169632
Steven,5,2019-02-14,0.5,3,205131610
Miki,0,,,1,45767988
Ala,3,2019-04-02,0.27,1,21621071
Keilyn,32,2019-06-25,2.97,1,206009618
Margaret,18,2019-06-25,1.86,1,59880594
Dalila,0,,,1,133298502
Alejandro,0,,,1,206040990
Jehan,35,2019-07-01,3.13,1,204036615
Leslie,24,2019-07-01,3.27,1,10849252
Joachim,15,2019-06-30,1.49,1,4901731
Haley,23,2019-06-16,2.04,1,61100797
Johnny,4,2018-12-10,0.38,1,28380119
Larry,27,2019-06-30,2.45,1,41287915
Ben,52,2019-07-05,5.2,1,21940136
Russell,30,2019-06-11,2.77,1,13642054
Howard,18,2019-06-04,1.65,1,204744401
Joan,39,2019-07-02,3.42,1,74323368
Andrew,12,2019-07-06,1.09,1,7210713
Sol,0,,,1,14621589
Farah,0,,,1,13639385
Erika,0,,,1,26278289
Oxana,0,,,1,23341244
Patty,4,2018-10-15,0.39,2,9880191
Isidro,7,2019-05-24,0.64,1,206217143
Alexander,1,2018-11-04,0.12,1,18404082
Maria,23,2019-07-02,2.09,1,206227910
Arielle,23,2019-06-28,2.2,2,118403993
Shamira,14,2019-05-01,1.26,1,80543188
Elen,57,2019-06-10,5.06,3,59808986
Mauro,22,2019-07-07,2.18,1,195704869
Henry,18,2019-05-31,1.62,2,6584607
Idalia,38,2019-07-07,3.76,1,206260220
John,0,,,1,15334096
Jeff,12,2019-05-26,1.09,1,17506009
Raymond,1,2019-06-09,1.0,1,6776218
Lily,27,2019-06-25,2.57,2,206313609
Sam,41,2019-06-16,4.17,1,9738823
Yana,2,2018-12-30,0.18,1,8346419
Abraham,1,2018-09-11,0.1,1,206359223
Charles,2,2018-09-09,0.2,1,68170006
Brian,12,2019-07-01,1.08,1,84683441
Nicole,7,2018-08-31,0.61,1,119531605
Homemattie,6,2019-06-25,0.55,1,206400943
Peter,15,2018-10-03,1.36,1,4406629
Vanessa,10,2019-06-15,0.91,3,206451695
Rwaida,4,2018-09-28,0.37,1,33905781
Sarah,3,2018-08-23,0.28,2,206482566
Alison,0,,,1,2685910
Erin,2,2019-01-01,0.22,1,2420988
Jorge,10,2018-11-25,0.97,1,205772141
Arika,39,2019-06-25,3.45,1,206508895
Brooke,4,2018-09-21,0.36,2,52050220
Toby,0,,,1,34755288
Gayle,1,2018-08-26,0.09,1,206538133
Michael,1,2018-08-01,0.09,1,379051
Cazzie,6,2019-03-24,0.77,2,8245652
Aysu,1,2019-07-01,1.0,1,11409024
Sean,10,2019-07-05,4.48,1,206551997
Gil,8,2019-05-25,0.75,1,7638718
Jasna,12,2019-06-26,1.16,1,206509509
Sara,2,2019-04-21,0.32,1,718630
Hellen,2,2019-03-29,0.2,1,176043852
Anthony,46,2019-07-03,4.19,2,2948064
Sheila,0,,,1,10428298
Ava,39,2019-07-07,3.45,1,147590647
Domitille,3,2018-09-01,0.28,1,14812962
Eugene,13,2019-06-23,1.23,1,5699385
George,2,2018-12-29,0.24,1,7183012
Cheryl,2,2019-05-09,0.65,1,6456799
Harold & Rose,34,2019-07-02,3.12,1,200834302
Cando,49,2019-06-28,5.88,3,206714649
Gabrielle,5,2018-10-25,0.47,1,205594437
John,3,2018-08-31,0.28,1,1548010
Yulia,1,2018-09-12,0.1,1,11158514
Chris And Jocelyn,36,2019-06-09,3.4,1,206758830
Ridhima,1,2018-08-27,0.09,1,84155085
Brene,0,,,1,206774126
Sally,0,,,2,1720151
David,9,2019-05-08,0.81,1,204684505
Michael,2,2018-10-25,0.22,2,32346001
Leigh,14,2019-07-01,1.43,1,206195782
Shondel,63,2019-07-05,6.1,1,206889476
Richard,0,,,1,243321
Gwen,23,2019-07-05,2.31,1,206926246
Lev,23,2019-06-10,2.1,1,894516
Timothy,8,2019-06-30,0.73,1,3125234
Ernesto,2,2018-10-07,0.19,1,184398500
Jordan,5,2019-04-01,0.6,1,21888830
Kristen,9,2019-01-05,0.87,1,97170205
Elijah,19,2019-06-22,2.0,1,206974381
Isobel,1,2018-08-27,0.09,1,105983342
Cristina,6,2019-04-11,0.54,1,8879096
Saeko,4,2019-05-09,0.47,1,6485
Kate,21,2019-05-21,2.03,1,100704594
Carlos Ivan,9,2018-11-29,0.88,1,207003851
Vanessa,26,2019-07-06,2.34,2,206778021
Maria,2,2018-09-03,0.18,2,207010341
Mansimran,2,2019-03-01,0.32,1,35328956
James,7,2019-05-17,0.63,1,202869636
Erik,14,2019-04-09,1.3,1,207038607
Samuel,0,,,1,104569137
Henry,62,2019-07-07,6.0,2,157337532
