neighbourhood,neighbourhood_group,listing_id
Financial District,Manhattan,33709502
Financial District,Manhattan,33709503
Financial District,Manhattan,33709508
Bushwick,Brooklyn,33709566
Financial District,Manhattan,33709754
West Village,Manhattan,33710554
Williamsburg,Brooklyn,33710571
Arverne,Queens,33710612
Financial District,Manhattan,33711092
Astoria,Queens,33711101
Financial District,Manhattan,33711189
Fort Greene,Brooklyn,33711350
Financial District,Manhattan,33711384
Financial District,Manhattan,33711735
Boerum Hill,Brooklyn,33711895
Financial District,Manhattan,33712004
Chelsea,Manhattan,33712513
Murray Hill,Manhattan,33712646
Forest Hills,Queens,33713175
Williamsburg,Brooklyn,33713803
Bay Ridge,Brooklyn,33714297
Williamsburg,Brooklyn,33714518
Bay Ridge,Brooklyn,33714755
Corona,Queens,33715743
Gramercy,Manhattan,33715755
Williamsburg,Brooklyn,33715848
Washington Heights,Manhattan,33716043
Financial District,Manhattan,33716426
Upper East Side,Manhattan,33716700
Bedford-Stuyvesant,Brooklyn,33717001
Upper East Side,Manhattan,33717547
Hell's Kitchen,Manhattan,33717575
Tribeca,Manhattan,33717623
Upper East Side,Manhattan,33717639
Upper West Side,Manhattan,33717828
West Village,Manhattan,33718046
Soundview,Bronx,33718254
Upper East Side,Manhattan,33718909
Upper East Side,Manhattan,33719279
Bedford-Stuyvesant,Brooklyn,33719615
Chelsea,Manhattan,33719823
Bedford-Stuyvesant,Brooklyn,33720130
Harlem,Manhattan,33720225
Columbia St,Brooklyn,33720269
Bushwick,Brooklyn,33725862
Bedford-Stuyvesant,Brooklyn,33726859
Theater District,Manhattan,33728093
Bedford-Stuyvesant,Brooklyn,33734068
Washington Heights,Manhattan,33734301
West Village,Manhattan,33734483
Bushwick,Brooklyn,33735398
West Village,Manhattan,33736401
Midtown,Manhattan,33736715
Lower East Side,Manhattan,33737434
Hell's Kitchen,Manhattan,33738412
East Village,Manhattan,33739054
East Village,Manhattan,33740211
Williamsburg,Brooklyn,33740728
Harlem,Manhattan,33740789
Fresh Meadows,Queens,33741107
Astoria,Queens,33741545
Williamsburg,Brooklyn,33742429
Clinton Hill,Brooklyn,33742984
Cypress Hills,Brooklyn,33743082
Midtown,Manhattan,33743424
Bushwick,Brooklyn,33743807
Ozone Park,Queens,33744142
South Slope,Brooklyn,33744630
Brooklyn Heights,Brooklyn,33745270
Flushing,Queens,33745352
Chelsea,Manhattan,33745548
Chelsea,Manhattan,33745550
Bushwick,Brooklyn,33745565
West Village,Manhattan,33745608
Bedford-Stuyvesant,Brooklyn,33745956
Briarwood,Queens,33746075
Fordham,Bronx,33746153
Washington Heights,Manhattan,33746705
Flushing,Queens,33747879
East New York,Brooklyn,33748535
Midtown,Manhattan,33749115
Williamsburg,Brooklyn,33749547
Bushwick,Brooklyn,33749699
Corona,Queens,33749769
Astoria,Queens,33750981
Financial District,Manhattan,33751577
Williamsburg,Brooklyn,33751903
Maspeth,Queens,33752082
Crown Heights,Brooklyn,33753198
Arden Heights,Staten Island,33760723
Borough Park,Brooklyn,33763207
Pelham Gardens,Bronx,33765725
West Village,Manhattan,33766115
Flatlands,Brooklyn,33766179
Williamsburg,Brooklyn,33767467
Forest Hills,Queens,33767710
Ozone Park,Queens,33769887
Inwood,Manhattan,33769930
Midtown,Manhattan,33771250
Upper West Side,Manhattan,33771697
Boerum Hill,Brooklyn,33772674
East Village,Manhattan,33772781
Queens Village,Queens,33773521
Springfield Gardens,Queens,33774081
Hell's Kitchen,Manhattan,33774162
East New York,Brooklyn,33774285
Midtown,Manhattan,33775190
DUMBO,Brooklyn,33775328
DUMBO,Brooklyn,33775765
Little Italy,Manhattan,33775845
Harlem,Manhattan,33775898
East Village,Manhattan,33776235
Midtown,Manhattan,33776470
East Harlem,Manhattan,33776553
Astoria,Queens,33776576
Hell's Kitchen,Manhattan,33777266
Williamsburg,Brooklyn,33777889
East Elmhurst,Queens,33778143
Midtown,Manhattan,33778352
Astoria,Queens,33779447
Upper East Side,Manhattan,33780071
Bath Beach,Brooklyn,33780177
Astoria,Queens,33780216
Sea Gate,Brooklyn,33780377
Crown Heights,Brooklyn,33781074
Midtown,Manhattan,33781532
Chinatown,Manhattan,33782555
East Flatbush,Brooklyn,33782653
Midtown,Manhattan,33783249
Upper West Side,Manhattan,33783359
Flushing,Queens,33783445
Williamsburg,Brooklyn,33784647
Astoria,Queens,33785223
Bushwick,Brooklyn,33785477
Port Morris,Bronx,33787433
Kips Bay,Manhattan,33787438
Morningside Heights,Manhattan,33787778
Theater District,Manhattan,33787919
Port Morris,Bronx,33788019
Astoria,Queens,33789647
Arverne,Queens,33791537
Long Island City,Queens,33796136
Bedford-Stuyvesant,Brooklyn,33796251
Williamsburg,Brooklyn,33796992
Crown Heights,Brooklyn,33797564
Upper East Side,Manhattan,33797672
Woodside,Queens,33798189
Washington Heights,Manhattan,33798389
Hell's Kitchen,Manhattan,33798718
Midtown,Manhattan,33800016
Flushing,Queens,33800548
Upper West Side,Manhattan,33800823
Hell's Kitchen,Manhattan,33800856
Bedford-Stuyvesant,Brooklyn,33801117
Bedford-Stuyvesant,Brooklyn,33801421
Lower East Side,Manhattan,33801781
Williamsbridge,Bronx,33802074
Throgs Neck,Bronx,33803252
Bushwick,Brooklyn,33804063
Prince's Bay,Staten Island,33804180
Kips Bay,Manhattan,33804214
Lower East Side,Manhattan,33806317
Williamsburg,Brooklyn,33807644
Lower East Side,Manhattan,33808226
Bedford-Stuyvesant,Brooklyn,33808368
Midwood,Brooklyn,33808465
Fort Greene,Brooklyn,33808634
Upper East Side,Manhattan,33809888
Upper East Side,Manhattan,33810134
Upper East Side,Manhattan,33810243
Hell's Kitchen,Manhattan,33810572
Financial District,Manhattan,33810599
East Village,Manhattan,33812239
Kew Gardens,Queens,33820675
Bedford-Stuyvesant,Brooklyn,33822605
St. Albans,Queens,33823598
Williamsburg,Brooklyn,33825679
Bedford-Stuyvesant,Brooklyn,33826205
Williamsburg,Brooklyn,33826775
Bedford-Stuyvesant,Brooklyn,33827757
Harlem,Manhattan,33827823
Upper West Side,Manhattan,33828402
Upper East Side,Manhattan,33828501
Upper West Side,Manhattan,33828528
Upper West Side,Manhattan,33828595
West Village,Manhattan,33828709
Borough Park,Brooklyn,33828807
Upper West Side,Manhattan,33829141
Upper West Side,Manhattan,33829512
Theater District,Manhattan,33829538
Kew Gardens,Queens,33829619
Windsor Terrace,Brooklyn,33830012
Upper West Side,Manhattan,33830298
Upper West Side,Manhattan,33830393
East Village,Manhattan,33830460
Upper West Side,Manhattan,33830513
Upper West Side,Manhattan,33830665
Upper West Side,Manhattan,33831016
Upper West Side,Manhattan,33831074
Financial District,Manhattan,33831113
Financial District,Manhattan,33831116
Financial District,Manhattan,33831120
Williamsburg,Brooklyn,33831129
Upper West Side,Manhattan,33831138
Upper West Side,Manhattan,33831221
East Flatbush,Brooklyn,33831236
Forest Hills,Queens,33832027
Bushwick,Brooklyn,33832840
Bedford-Stuyvesant,Brooklyn,33833257
Financial District,Manhattan,33833470
Upper West Side,Manhattan,33833596
Financial District,Manhattan,33833636
SoHo,Manhattan,33833725
Financial District,Manhattan,33833887
Williamsburg,Brooklyn,33834873
Bushwick,Brooklyn,33835358
Hell's Kitchen,Manhattan,33835408
Bedford-Stuyvesant,Brooklyn,33835470
Upper East Side,Manhattan,33836115
West Village,Manhattan,33837065
Crown Heights,Brooklyn,33845173
Crown Heights,Brooklyn,33845393
East Flatbush,Brooklyn,33846501
East Elmhurst,Queens,33847217
Park Slope,Brooklyn,33849375
Elmhurst,Queens,33849970
Chelsea,Manhattan,33850135
Hell's Kitchen,Manhattan,33850661
Hell's Kitchen,Manhattan,33851532
Boerum Hill,Brooklyn,33851754
Bedford-Stuyvesant,Brooklyn,33851822
Inwood,Manhattan,33851889
East Village,Manhattan,33852169
East Harlem,Manhattan,33852557
Prospect-Lefferts Gardens,Brooklyn,33852604
Brighton Beach,Brooklyn,33853158
Woodlawn,Bronx,33853642
Hell's Kitchen,Manhattan,33853876
Washington Heights,Manhattan,33853889
Bedford-Stuyvesant,Brooklyn,33854066
Parkchester,Bronx,33854406
Bushwick,Brooklyn,33855726
Upper East Side,Manhattan,33855937
Bushwick,Brooklyn,33855990
Bedford-Stuyvesant,Brooklyn,33856310
Bushwick,Brooklyn,33856727
Nolita,Manhattan,33856906
Harlem,Manhattan,33857172
Sunnyside,Queens,33857708
Harlem,Manhattan,33858603
Williamsburg,Brooklyn,33859371
Hell's Kitchen,Manhattan,33865520
Chelsea,Manhattan,33866860
Hell's Kitchen,Manhattan,33867882
Morningside Heights,Manhattan,33869355
Williamsburg,Brooklyn,33870097
Greenpoint,Brooklyn,33870501
Financial District,Manhattan,33871041
East Flatbush,Brooklyn,33873570
Chelsea,Manhattan,33874579
Harlem,Manhattan,33875614
Jamaica,Queens,33877113
Gowanus,Brooklyn,33877682
Upper East Side,Manhattan,33877798
Crown Heights,Brooklyn,33877942
Civic Center,Manhattan,33878676
East Harlem,Manhattan,33880071
Bedford-Stuyvesant,Brooklyn,33880238
Astoria,Queens,33880288
Bedford-Stuyvesant,Brooklyn,33880355
Bedford-Stuyvesant,Brooklyn,33880820
Midtown,Manhattan,33880913
Washington Heights,Manhattan,33881088
Crown Heights,Brooklyn,33881136
Greenwich Village,Manhattan,33881201
Bedford-Stuyvesant,Brooklyn,33883497
Hell's Kitchen,Manhattan,33883852
Bushwick,Brooklyn,33884341
Kingsbridge,Bronx,33884349
Bushwick,Brooklyn,33885227
Williamsburg,Brooklyn,33885308
Hell's Kitchen,Manhattan,33887493
East Village,Manhattan,33888418
Upper West Side,Manhattan,33891559
Greenpoint,Brooklyn,33892511
Tribeca,Manhattan,33893655
Hell's Kitchen,Manhattan,33896459
Bushwick,Brooklyn,33897702
Cobble Hill,Brooklyn,33897838
East Village,Manhattan,33898321
Bedford-Stuyvesant,Brooklyn,33898799
Lower East Side,Manhattan,33899066
Bushwick,Brooklyn,33899850
East Harlem,Manhattan,33900104
Long Island City,Queens,33900546
Upper East Side,Manhattan,33900721
Upper West Side,Manhattan,33900911
Park Slope,Brooklyn,33901005
Bedford-Stuyvesant,Brooklyn,33901138
Bedford-Stuyvesant,Brooklyn,33902284
Bedford-Stuyvesant,Brooklyn,33902619
Bedford-Stuyvesant,Brooklyn,33902876
Cypress Hills,Brooklyn,33903016
Bedford-Stuyvesant,Brooklyn,33903248
Bedford-Stuyvesant,Brooklyn,33903300
Greenpoint,Brooklyn,33903781
Hell's Kitchen,Manhattan,33904680
Elmhurst,Queens,33905074
Ridgewood,Queens,33906539
Woodside,Queens,33906887
Ridgewood,Queens,33907003
Schuylerville,Bronx,33907325
Ridgewood,Queens,33907604
Upper East Side,Manhattan,33907635
Bedford-Stuyvesant,Brooklyn,33907731
Ridgewood,Queens,33907801
Windsor Terrace,Brooklyn,33908098
Fort Hamilton,Brooklyn,33908121
Crown Heights,Brooklyn,33908256
Bedford-Stuyvesant,Brooklyn,33908307
Bedford-Stuyvesant,Brooklyn,33908446
Bedford-Stuyvesant,Brooklyn,33909064
Woodside,Queens,33909151
Bedford-Stuyvesant,Brooklyn,33909411
Washington Heights,Manhattan,33909508
Midtown,Manhattan,33909511
Crown Heights,Brooklyn,33909539
Long Island City,Queens,33909633
Bedford-Stuyvesant,Brooklyn,33910078
Washington Heights,Manhattan,33910837
Bedford-Stuyvesant,Brooklyn,33910920
Bedford-Stuyvesant,Brooklyn,33911027
Upper East Side,Manhattan,33911544
Cypress Hills,Brooklyn,33911691
Williamsburg,Brooklyn,33912045
Bushwick,Brooklyn,33912291
Park Slope,Brooklyn,33912483
Bushwick,Brooklyn,33913644
Harlem,Manhattan,33913682
Bedford-Stuyvesant,Brooklyn,33913702
Washington Heights,Manhattan,33914381
Bushwick,Brooklyn,33914432
Todt Hill,Staten Island,33914554
Harlem,Manhattan,33915820
Hell's Kitchen,Manhattan,33915843
East Harlem,Manhattan,33916529
Harlem,Manhattan,33917759
Woodside,Queens,33917958
Sunnyside,Queens,33923209
Borough Park,Brooklyn,33925600
Corona,Queens,33926057
Crown Heights,Brooklyn,33926074
Upper West Side,Manhattan,33927253
Flatbush,Brooklyn,33927923
West Village,Manhattan,33928971
Corona,Queens,33929577
Ridgewood,Queens,33929652
Ridgewood,Queens,33930074
Hell's Kitchen,Manhattan,33930406
Ridgewood,Queens,33930602
East Harlem,Manhattan,33930883
Ridgewood,Queens,33930925
Ridgewood,Queens,33931270
Williamsburg,Brooklyn,33931985
Ridgewood,Queens,33932313
Bushwick,Brooklyn,33932433
Harlem,Manhattan,33932486
Ridgewood,Queens,33932573
Ridgewood,Queens,33932806
Ridgewood,Queens,33932981
Clinton Hill,Brooklyn,33933219
Clason Point,Bronx,33933477
Upper East Side,Manhattan,33933527
Ridgewood,Queens,33933592
Crown Heights,Brooklyn,33934534
Chelsea,Manhattan,33935442
Bushwick,Brooklyn,33936370
Crown Heights,Brooklyn,33937108
Nolita,Manhattan,33937444
Crown Heights,Brooklyn,33937844
Long Island City,Queens,33937907
Lower East Side,Manhattan,33938000
East Flatbush,Brooklyn,33940543
Williamsburg,Brooklyn,33941416
Harlem,Manhattan,33941653
East Village,Manhattan,33941785
Harlem,Manhattan,33942313
Bedford-Stuyvesant,Brooklyn,33942517
Astoria,Queens,33943045
East Village,Manhattan,33943216
Upper East Side,Manhattan,33943482
Bushwick,Brooklyn,33943754
Bushwick,Brooklyn,33943994
Midtown,Manhattan,33944331
Astoria,Queens,33944413
East Village,Manhattan,33944634
Washington Heights,Manhattan,33944826
City Island,Bronx,33945670
Bushwick,Brooklyn,33945711
Williamsburg,Brooklyn,33947023
Upper West Side,Manhattan,33947095
West Village,Manhattan,33951037
Kensington,Brooklyn,33953726
Bedford-Stuyvesant,Brooklyn,33954390
Chelsea,Manhattan,33954574
West Village,Manhattan,33955057
East Flatbush,Brooklyn,33956049
East Flatbush,Brooklyn,33956883
Williamsburg,Brooklyn,33957038
Jamaica Hills,Queens,33957835
Williamsburg,Brooklyn,33959560
Washington Heights,Manhattan,33959697
Williamsburg,Brooklyn,33960097
Harlem,Manhattan,33960800
Greenwich Village,Manhattan,33961484
Bushwick,Brooklyn,33961505
East Flatbush,Brooklyn,33961801
East Flatbush,Brooklyn,33962313
Williamsburg,Brooklyn,33962690
Midtown,Manhattan,33962961
East Flatbush,Brooklyn,33962986
Crown Heights,Brooklyn,33963079
Parkchester,Bronx,33963211
Astoria,Queens,33964014
Morningside Heights,Manhattan,33964102
Financial District,Manhattan,33964812
Williamsburg,Brooklyn,33964954
Flatbush,Brooklyn,33965415
Flatbush,Brooklyn,33965894
Edenwald,Bronx,33966122
Bath Beach,Brooklyn,33966308
Bushwick,Brooklyn,33967235
Richmond Hill,Queens,33967503
Ridgewood,Queens,33968500
DUMBO,Brooklyn,33968977
Harlem,Manhattan,33969648
Upper West Side,Manhattan,33969898
Upper West Side,Manhattan,33970585
Brownsville,Brooklyn,33970684
Jamaica,Queens,33970850
Williamsburg,Brooklyn,33971163
Bushwick,Brooklyn,33971428
Hell's Kitchen,Manhattan,33971836
Forest Hills,Queens,33971900
Washington Heights,Manhattan,33972459
East Village,Manhattan,33972460
Stuyvesant Town,Manhattan,33972589
East Harlem,Manhattan,33973347
Astoria,Queens,33974082
Astoria,Queens,33974640
Astoria,Queens,33974777
Jackson Heights,Queens,33975580
East Village,Manhattan,33975581
Williamsburg,Brooklyn,33980568
Harlem,Manhattan,33980946
Chelsea,Manhattan,33981416
West Village,Manhattan,33982630
Williamsburg,Brooklyn,33983585
Williamsburg,Brooklyn,33984685
Chelsea,Manhattan,33984941
Richmond Hill,Queens,33986797
Morrisania,Bronx,33987446
Harlem,Manhattan,33987509
Williamsburg,Brooklyn,33987592
Hell's Kitchen,Manhattan,33987747
Washington Heights,Manhattan,33987847
Harlem,Manhattan,33987887
Bushwick,Brooklyn,33988271
Crown Heights,Brooklyn,33988643
Williamsburg,Brooklyn,33988756
Bedford-Stuyvesant,Brooklyn,33989177
Boerum Hill,Brooklyn,33989681
East New York,Brooklyn,33989972
Financial District,Manhattan,33990380
Financial District,Manhattan,33990485
Financial District,Manhattan,33990639
Financial District,Manhattan,33990756
Financial District,Manhattan,33991062
Prospect Heights,Brooklyn,33992212
Financial District,Manhattan,33992824
Upper West Side,Manhattan,33992942
East Village,Manhattan,33993225
Astoria,Queens,33993343
East Village,Manhattan,33993547
Bedford-Stuyvesant,Brooklyn,33993628
Greenpoint,Brooklyn,33994465
Kips Bay,Manhattan,33994677
Washington Heights,Manhattan,33994694
Lower East Side,Manhattan,33994896
Murray Hill,Manhattan,33994927
Belmont,Bronx,33995462
Williamsburg,Brooklyn,33995466
Lower East Side,Manhattan,33995614
Upper West Side,Manhattan,33995646
Parkchester,Bronx,33995764
East Village,Manhattan,33995769
Ditmars Steinway,Queens,33996094
Bushwick,Brooklyn,33996358
Inwood,Manhattan,33996362
Gramercy,Manhattan,33996365
Chelsea,Manhattan,33996948
Woodhaven,Queens,33997927
Financial District,Manhattan,33998142
Financial District,Manhattan,33998269
Chelsea,Manhattan,33998274
Financial District,Manhattan,33998291
Chelsea,Manhattan,33998396
Gowanus,Brooklyn,33999088
Astoria,Queens,33999377
Long Island City,Queens,33999874
Midwood,Brooklyn,34000977
Bayside,Queens,34002121
Midtown,Manhattan,34008808
Midtown,Manhattan,34009172
Kips Bay,Manhattan,34009196
Kips Bay,Manhattan,34009215
Ozone Park,Queens,34010131
Bushwick,Brooklyn,34011627
Chinatown,Manhattan,34013027
Greenpoint,Brooklyn,34013205
Harlem,Manhattan,34013223
Crown Heights,Brooklyn,34013463
Williamsburg,Brooklyn,34014027
Astoria,Queens,34014432
Cambria Heights,Queens,34014834
Upper West Side,Manhattan,34014939
Greenpoint,Brooklyn,34015098
Bushwick,Brooklyn,34015258
Fordham,Bronx,34016163
Harlem,Manhattan,34016570
Hell's Kitchen,Manhattan,34016888
Financial District,Manhattan,34017043
Financial District,Manhattan,34017119
Gravesend,Brooklyn,34017464
Midtown,Manhattan,34017530
Gravesend,Brooklyn,34017965
Williamsburg,Brooklyn,34018291
Chelsea,Manhattan,34019440
Crown Heights,Brooklyn,34019712
East Village,Manhattan,34019889
Crown Heights,Brooklyn,34019915
Brooklyn Heights,Brooklyn,34020020
Kips Bay,Manhattan,34020036
Crown Heights,Brooklyn,34020040
Crown Heights,Brooklyn,34020097
East New York,Brooklyn,34020964
Lower East Side,Manhattan,34021170
Washington Heights,Manhattan,34022109
Lower East Side,Manhattan,34022186
East Flatbush,Brooklyn,34022664
Brownsville,Brooklyn,34022740
Gravesend,Brooklyn,34023411
Kensington,Brooklyn,34023558
Upper East Side,Manhattan,34023619
Lower East Side,Manhattan,34024785
SoHo,Manhattan,34025113
Hell's Kitchen,Manhattan,34029489
Hell's Kitchen,Manhattan,34029837
Astoria,Queens,34032088
Williamsburg,Brooklyn,34032175
East New York,Brooklyn,34032390
East Village,Manhattan,34033950
Upper East Side,Manhattan,34034553
Sheepshead Bay,Brooklyn,34035431
Williamsburg,Brooklyn,34035571
Ridgewood,Queens,34035610
Chelsea,Manhattan,34035902
East Village,Manhattan,34036011
Harlem,Manhattan,34036047
Gowanus,Brooklyn,34036136
Williamsburg,Brooklyn,34036333
Hell's Kitchen,Manhattan,34037737
Upper West Side,Manhattan,34038333
Upper East Side,Manhattan,34038559
Morningside Heights,Manhattan,34038619
Crown Heights,Brooklyn,34039045
Briarwood,Queens,34039320
Bay Ridge,Brooklyn,34040037
Hell's Kitchen,Manhattan,34040771
Kips Bay,Manhattan,34040940
Harlem,Manhattan,34041523
Harlem,Manhattan,34041587
Kew Gardens,Queens,34041630
Richmond Hill,Queens,34042173
Washington Heights,Manhattan,34042443
Chelsea,Manhattan,34042658
Harlem,Manhattan,34042777
Flatbush,Brooklyn,34043476
Washington Heights,Manhattan,34043633
Mott Haven,Bronx,34045372
Prospect Heights,Brooklyn,34047149
Richmond Hill,Queens,34051551
Bedford-Stuyvesant,Brooklyn,34053030
Gravesend,Brooklyn,34053516
Greenpoint,Brooklyn,34054250
East Harlem,Manhattan,34055336
Bushwick,Brooklyn,34056586
East Harlem,Manhattan,34056679
Midtown,Manhattan,34056750
Arverne,Queens,34056928
Williamsburg,Brooklyn,34057129
East Flatbush,Brooklyn,34058607
Washington Heights,Manhattan,34059500
Upper West Side,Manhattan,34059931
Prospect Heights,Brooklyn,34059997
Financial District,Manhattan,34060242
Ridgewood,Queens,34060973
Financial District,Manhattan,34061088
Parkchester,Bronx,34061095
Brighton Beach,Brooklyn,34061159
Hell's Kitchen,Manhattan,34061253
Chinatown,Manhattan,34061588
East Village,Manhattan,34062194
Ridgewood,Queens,34062487
Woodside,Queens,34062693
Williamsburg,Brooklyn,34062876
Washington Heights,Manhattan,34063075
Bushwick,Brooklyn,34063202
Bedford-Stuyvesant,Brooklyn,34063821
Ridgewood,Queens,34065052
Cobble Hill,Brooklyn,34065083
Ridgewood,Queens,34065601
Ridgewood,Queens,34065608
Williamsburg,Brooklyn,34065631
Sunset Park,Brooklyn,34065823
Bay Ridge,Brooklyn,34065832
Williamsburg,Brooklyn,34067204
East Village,Manhattan,34068735
Hell's Kitchen,Manhattan,34071098
Rockaway Beach,Queens,34076756
Williamsburg,Brooklyn,34079720
Hell's Kitchen,Manhattan,34081178
